Time,Date,Timestamp,AirTemp,RH,PAR,Windspeed,Winddirection,Precip,light,altitude,azimuth,numerictime,Noonage,growingseason
13:00:00,1/1/2021,1/1/2021 13:00,6.216,38.58,868,0.73,107.5,0,1,0.446352047,0.246702769,0.541666667,afternoon,N
13:30:00,1/1/2021,1/1/2021 13:30,6.47,41.66,999,1.146,91.8,0,1,0.415772364,0.374991482,0.5625,afternoon,N
14:00:00,1/1/2021,1/1/2021 14:00,6.418,39.71,999,1.099,102,0,1,0.37353256,0.4972437,0.583333333,afternoon,N
14:30:00,1/1/2021,1/1/2021 14:30,6.738,36.68,934,0.921,70.1,0,1,0.320851535,0.612497582,0.604166667,afternoon,N
15:00:00,1/1/2021,1/1/2021 15:00,7.363,38.01,853,1.167,111.1,0,1,0.259034993,0.720443171,0.625,afternoon,N
15:30:00,1/1/2021,1/1/2021 15:30,7.395,39.5,739.1,1.29,162.9,0,1,0.189368562,0.821292444,0.645833333,afternoon,N
16:00:00,1/1/2021,1/1/2021 16:00,7.532,37.5,580.6,1.108,164.9,0,1,0.113049455,0.915625336,0.666666667,afternoon,N
16:30:00,1/1/2021,1/1/2021 16:30,7.464,36.99,415.6,0.992,126,0,1,0.031152902,1.004255453,0.6875,afternoon,N
17:00:00,1/1/2021,1/1/2021 17:00,6.609,49.3,260.7,1.125,88.9,0,0,-0.05537586,1.088134564,0.708333333,afternoon,N
17:30:00,1/1/2021,1/1/2021 17:30,4.451,57.61,118.6,0.866,51.91,0,0,-0.145713354,1.168298631,0.729166667,afternoon,N
18:00:00,1/1/2021,1/1/2021 18:00,0.358,74.21,21.03,0.764,34.16,0,0,-0.239140436,1.245851487,0.75,afternoon,N
18:30:00,1/1/2021,1/1/2021 18:30,-1.761,79.11,0.986,0.236,94.7,0,0,-0.335019789,1.321982224,0.770833333,afternoon,N
19:00:00,1/1/2021,1/1/2021 19:00,-3.116,84.5,0.269,0.17,273.4,0,0,-0.432769862,1.39801648,0.791666667,afternoon,N
19:30:00,1/1/2021,1/1/2021 19:30,-3.671,85.4,0.275,0.447,210.7,0,0,-0.531834393,1.475509109,0.8125,afternoon,N
20:00:00,1/1/2021,1/1/2021 20:00,-4.028,83.7,0.277,0.598,235.4,0,0,-0.631643908,1.556397119,0.833333333,afternoon,N
20:30:00,1/1/2021,1/1/2021 20:30,-4.941,87.5,0.224,0.496,227.8,0,0,-0.731561369,1.643251,0.854166667,afternoon,N
21:00:00,1/1/2021,1/1/2021 21:00,-6.045,89.9,0.202,0.158,237.3,0,0,-0.830796375,1.739696373,0.875,afternoon,N
21:30:00,1/1/2021,1/1/2021 21:30,-6.723,91.5,0.202,0.249,216.3,0,0,-0.928256138,1.851135411,0.895833333,afternoon,N
22:00:00,1/1/2021,1/1/2021 22:00,-7.129,90.1,0.204,0.383,207.7,0,0,-1.022267436,1.985973367,0.916666667,afternoon,N
22:30:00,1/1/2021,1/1/2021 22:30,-7.77,92,0.205,0.183,231.2,0,0,-1.110038103,2.157514177,0.9375,afternoon,N
23:00:00,1/1/2021,1/1/2021 23:00,-8.27,92.1,0.205,0.358,237.4,0,0,-1.186652024,2.385689201,0.958333333,afternoon,N
23:30:00,1/1/2021,1/1/2021 23:30,-8.24,93,0.201,0.544,291.5,0,0,-1.243659947,2.692621313,0.979166667,afternoon,N
0:00:00,1/2/2021,1/2/2021 0:00,-8.33,90.1,0.201,0.307,240.9,0,0,-1.269378158,3.075913891,0,morning,N
0:30:00,1/2/2021,1/2/2021 0:30,-8.95,92,0.206,0.338,248,0,0,-1.255914393,-2.809949851,0.020833333,morning,N
1:00:00,1/2/2021,1/2/2021 1:00,-9.17,89.9,0.209,0.292,225.5,0,0,-1.207653646,-2.475687568,0.041666667,morning,N
1:30:00,1/2/2021,1/2/2021 1:30,-9.8,91.4,0.204,0.178,243.1,0,0,-1.136215664,-2.224247642,0.0625,morning,N
2:00:00,1/2/2021,1/2/2021 2:00,-10,89.9,0.205,0.39,224.2,0,0,-1.051344194,-2.036977772,0.083333333,morning,N
2:30:00,1/2/2021,1/2/2021 2:30,-10.48,91.5,0.202,0.132,299.6,0,0,-0.958942092,-1.892085425,0.104166667,morning,N
3:00:00,1/2/2021,1/2/2021 3:00,-11.02,88.2,0.202,0.134,273.4,0,0,-0.86234724,-1.774234823,0.125,morning,N
3:30:00,1/2/2021,1/2/2021 3:30,-11.43,89.1,0.205,0.189,246.3,0,0,-0.763516032,-1.673680255,0.145833333,morning,N
4:00:00,1/2/2021,1/2/2021 4:00,-11.63,88,0.205,0.241,247.8,0,0,-0.663688342,-1.584217811,0.166666667,morning,N
4:30:00,1/2/2021,1/2/2021 4:30,-11.95,89.7,0.204,0.317,207.3,0,0,-0.563730817,-1.501748174,0.1875,morning,N
5:00:00,1/2/2021,1/2/2021 5:00,-11.97,89.8,0.207,0.355,249.3,0,0,-0.464317847,-1.423418201,0.208333333,morning,N
5:30:00,1/2/2021,1/2/2021 5:30,-12.22,88.2,0.204,0.248,277.6,0,0,-0.366033119,-1.34712045,0.229166667,morning,N
6:00:00,1/2/2021,1/2/2021 6:00,-12.83,90.1,0.202,0.117,242.9,0,0,-0.269431828,-1.271197001,0.25,morning,N
6:30:00,1/2/2021,1/2/2021 6:30,-12.94,89.6,0.199,0.154,221.9,0,0,-0.175083171,-1.194260155,0.270833333,morning,N
7:00:00,1/2/2021,1/2/2021 7:00,-13.03,88.4,0.203,0.251,247.6,0,0,-0.083602911,-1.115083049,0.291666667,morning,N
7:30:00,1/2/2021,1/2/2021 7:30,-13.28,89.6,0.202,0.374,252.1,0,1,0.004319302,-1.032536124,0.3125,morning,N
8:00:00,1/2/2021,1/2/2021 8:00,-13.16,88.2,0.22,0.163,252,0,1,0.087896135,-0.945558949,0.333333333,morning,N
8:30:00,1/2/2021,1/2/2021 8:30,-13.41,87.5,4.869,0.15,269.4,0,1,0.166223019,-0.853165212,0.354166667,morning,N
9:00:00,1/2/2021,1/2/2021 9:00,-13.25,89.1,51.72,0.055,231.4,0,1,0.238266133,-0.754483908,0.375,morning,N
9:30:00,1/2/2021,1/2/2021 9:30,-10.01,80.6,213.1,0.136,241.5,0,1,0.302863988,-0.648841325,0.395833333,morning,N
10:00:00,1/2/2021,1/2/2021 10:00,-5.183,76.19,360.2,0.278,192.3,0,1,0.358751395,-0.535884373,0.416666667,morning,N
10:30:00,1/2/2021,1/2/2021 10:30,-0.792,65.67,534.5,0.075,251.2,0,1,0.404615625,-0.415732637,0.4375,morning,N
11:00:00,1/2/2021,1/2/2021 11:00,1.57,59.06,694.3,0.317,25.68,0,1,0.439191166,-0.289123911,0.458333333,morning,N
11:30:00,1/2/2021,1/2/2021 11:30,3.495,51.57,812,0.302,354.6,0,1,0.461389016,-0.157493123,0.479166667,morning,N
12:00:00,1/2/2021,1/2/2021 12:00,4.94,45.4,916,0.45,50.4,0,1,0.470439477,-0.022917353,0.5,morning,N
12:30:00,1/2/2021,1/2/2021 12:30,5.574,44.26,989,0.511,107.3,0,1,0.466011351,0.112107146,0.520833333,afternoon,N
13:00:00,1/2/2021,1/2/2021 13:00,5.645,47.61,1028,1.011,65,0,1,0.448267987,0.245017668,0.541666667,afternoon,N
13:30:00,1/2/2021,1/2/2021 13:30,5.414,46.27,1036,1.356,76.28,0,1,0.417839289,0.37355974,0.5625,afternoon,N
14:00:00,1/2/2021,1/2/2021 14:00,5.76,47.26,1010,1.367,77.02,0,1,0.375720286,0.496063224,0.583333333,afternoon,N
14:30:00,1/2/2021,1/2/2021 14:30,6.497,46.2,949,1.198,66.04,0,1,0.323131748,0.61155429,0.604166667,afternoon,N
15:00:00,1/2/2021,1/2/2021 15:00,7.254,39.88,865,1.384,329.1,0,1,0.261382936,0.719715671,0.625,afternoon,N
15:30:00,1/2/2021,1/2/2021 15:30,7.814,46.61,477.9,1.404,344.7,0,1,0.191763752,0.820756304,0.645833333,afternoon,N
16:00:00,1/2/2021,1/2/2021 16:00,4.401,59.64,108.6,0.312,49.3,0,1,0.115475686,0.915256197,0.666666667,afternoon,N
16:30:00,1/2/2021,1/2/2021 16:30,2.617,61.95,80.5,0.491,152.1,0,1,0.033597846,1.004030898,0.6875,afternoon,N
17:00:00,1/2/2021,1/2/2021 17:00,1.816,68.3,52.57,0.294,146.4,0,0,-0.052921216,1.088034975,0.708333333,afternoon,N
17:30:00,1/2/2021,1/2/2021 17:30,1.862,61.98,73.88,1.144,116.7,0,0,-0.143255276,1.168307335,0.729166667,afternoon,N
18:00:00,1/2/2021,1/2/2021 18:00,2.66,44.96,17.18,0.948,339,0,0,-0.236682941,1.245954436,0.75,afternoon,N
18:30:00,1/2/2021,1/2/2021 18:30,3.347,37.85,0.859,1.017,195.4,0,0,-0.332565042,1.322167333,0.770833333,afternoon,N
19:00:00,1/2/2021,1/2/2021 19:00,2.64,47.14,0.212,1.816,237.1,0,0,-0.430318467,1.398272611,0.791666667,afternoon,N
19:30:00,1/2/2021,1/2/2021 19:30,2.179,43.36,0.214,1.404,196.4,0,0,-0.529385604,1.475824498,0.8125,afternoon,N
20:00:00,1/2/2021,1/2/2021 20:00,-0.757,62.94,0.216,0.97,271.7,0,0,-0.629195792,1.55675677,0.833333333,afternoon,N
20:30:00,1/2/2021,1/2/2021 20:30,-0.193,38.68,0.229,1.194,253.1,0,0,-0.729111012,1.64363199,0.854166667,afternoon,N
21:00:00,1/2/2021,1/2/2021 21:00,1.923,39.67,0.239,1.589,272.1,0,0,-0.828340351,1.740058806,0.875,afternoon,N
21:30:00,1/2/2021,1/2/2021 21:30,-0.408,47.47,0.219,1.124,244.2,0,0,-0.925791779,1.851404142,0.895833333,afternoon,N
22:00:00,1/2/2021,1/2/2021 22:00,0.337,34.19,0.223,2.639,253.2,0,0,-1.019796395,1.986000158,0.916666667,afternoon,N
22:30:00,1/2/2021,1/2/2021 22:30,2.838,34.76,0.238,2.106,244.7,0,0,-1.107576136,2.157001934,0.9375,afternoon,N
23:00:00,1/2/2021,1/2/2021 23:00,1.141,39.18,0.219,0.898,153.6,0,0,-1.184253956,2.384071205,0.958333333,afternoon,N
23:30:00,1/2/2021,1/2/2021 23:30,-1.364,53.19,0.211,0.692,291.5,0,0,-1.241468313,2.689051231,0.979166667,afternoon,N
0:00:00,1/3/2021,1/3/2021 0:00,-1.006,34.16,0.23,1.459,287.6,0,0,-1.267644295,3.069972301,0,morning,N
0:30:00,1/3/2021,1/3/2021 0:30,2.791,29.36,0.253,3.127,258,0,0,-1.254838806,-2.817147398,0.020833333,morning,N
1:00:00,1/3/2021,1/3/2021 1:00,2.89,28.94,0.246,2.356,260.1,0,0,-1.207197411,-2.48254546,0.041666667,morning,N
1:30:00,1/3/2021,1/3/2021 1:30,1.345,37.38,0.219,1.207,251.4,0,0,-1.136204635,-2.23014084,0.0625,morning,N
2:00:00,1/3/2021,1/3/2021 2:00,0.846,35.79,0.224,1.404,256.7,0,0,-1.051618503,-2.041949762,0.083333333,morning,N
2:30:00,1/3/2021,1/3/2021 2:30,0.197,38.45,0.215,1.439,216.5,0,0,-0.959390935,-1.89634055,0.104166667,morning,N
3:00:00,1/3/2021,1/3/2021 3:00,1.185,31.74,0.234,1.112,118.5,0,0,-0.862897637,-1.777961407,0.125,morning,N
3:30:00,1/3/2021,1/3/2021 3:30,0.88,32.59,0.234,0.887,171.2,0,0,-0.764118656,-1.677021436,0.145833333,morning,N
4:00:00,1/3/2021,1/3/2021 4:00,0.127,43.59,0.244,0.862,210.8,0,0,-0.664308,-1.587278248,0.166666667,morning,N
4:30:00,1/3/2021,1/3/2021 4:30,-2.882,55.76,0.222,0.79,236.5,0,0,-0.564340714,-1.504604864,0.1875,morning,N
5:00:00,1/3/2021,1/3/2021 5:00,-5.683,63.99,0.215,0.489,320.6,0,0,-0.46489614,-1.426129032,0.208333333,morning,N
5:30:00,1/3/2021,1/3/2021 5:30,-6.519,65.84,0.23,0.456,306.7,0,0,-0.366560772,-1.349730082,0.229166667,morning,N
6:00:00,1/3/2021,1/3/2021 6:00,-7.481,75.68,0.24,0.453,146.2,0,0,-0.269891216,-1.273740722,0.25,morning,N
6:30:00,1/3/2021,1/3/2021 6:30,-8.44,73.33,0.228,0.451,322.9,0,0,-0.175457144,-1.196766309,0.270833333,morning,N
7:00:00,1/3/2021,1/3/2021 7:00,-8.49,74.25,0.233,0.321,43.13,0,0,-0.083874141,-1.117574414,0.291666667,morning,N
7:30:00,1/3/2021,1/3/2021 7:30,-8.6,77.12,0.229,0.34,226.8,0,1,0.004168741,-1.035030491,0.3125,morning,N
8:00:00,1/3/2021,1/3/2021 8:00,-8.82,80.1,0.257,0.295,170.6,0,1,0.087884971,-0.948068974,0.333333333,morning,N
8:30:00,1/3/2021,1/3/2021 8:30,-9.21,81,5.312,0.488,298.1,0,1,0.166370714,-0.855697625,0.354166667,morning,N
9:00:00,1/3/2021,1/3/2021 9:00,-8.92,81.8,52.97,0.253,235.8,0,1,0.23859246,-0.757038126,0.375,morning,N
9:30:00,1/3/2021,1/3/2021 9:30,-5.083,54.99,211.5,0.609,5.204,0,1,0.30338815,-0.651407675,0.395833333,morning,N
10:00:00,1/3/2021,1/3/2021 10:00,-0.661,44.78,373.7,0.956,49.46,0,1,0.359490581,-0.538442358,0.416666667,morning,N
10:30:00,1/3/2021,1/3/2021 10:30,1.306,40.36,535.9,0.919,176.1,0,1,0.40558304,-0.418250047,0.4375,morning,N
11:00:00,1/3/2021,1/3/2021 11:00,3.247,35.54,686.3,0.433,21.44,0,1,0.440393751,-0.291557829,0.458333333,morning,N
11:30:00,1/3/2021,1/3/2021 11:30,4.55,37.8,823,1.097,66.82,0,1,0.46282539,-0.159793705,0.479166667,morning,N
12:00:00,1/3/2021,1/3/2021 12:00,5.774,32.48,917,1.404,27.68,0,1,0.472098813,-0.025034365,0.5,morning,N
12:30:00,1/3/2021,1/3/2021 12:30,6.962,28.46,979,1.735,279.9,0,1,0.467873787,0.110216521,0.520833333,afternoon,N
13:00:00,1/3/2021,1/3/2021 13:00,10.63,21.15,1100,4.175,282.3,0.254,1,0.450306692,0.243382283,0.541666667,afternoon,N
13:30:00,1/3/2021,1/3/2021 13:30,11.85,21.82,1052,5.166,279.4,0,1,0.42002363,0.372191432,0.5625,afternoon,N
14:00:00,1/3/2021,1/3/2021 14:00,11.51,29.4,637.3,4.046,95.5,0,1,0.378019179,0.494957829,0.583333333,afternoon,N
14:30:00,1/3/2021,1/3/2021 14:30,9.66,23.25,264.3,2.189,307.5,0,1,0.325516358,0.610695588,0.604166667,afternoon,N
15:00:00,1/3/2021,1/3/2021 15:00,7.375,51.47,191.6,2.475,31.23,0,1,0.26382833,0.719080336,0.625,afternoon,N
15:30:00,1/3/2021,1/3/2021 15:30,3.291,51.28,129.8,1.682,149.8,0,1,0.194249552,0.820318344,0.645833333,afternoon,N
16:00:00,1/3/2021,1/3/2021 16:00,3.599,47.12,113.1,0.99,182.6,0,1,0.117986003,0.914990131,0.666666667,afternoon,N
16:30:00,1/3/2021,1/3/2021 16:30,4.959,26.43,77.46,2.108,266,0,1,0.036120813,1.003913624,0.6875,afternoon,N
17:00:00,1/3/2021,1/3/2021 17:00,7.631,43.78,112.3,2.464,0.097,0,0,-0.050394053,1.088046588,0.708333333,afternoon,N
17:30:00,1/3/2021,1/3/2021 17:30,6.032,45.72,117.5,1.783,70.74,0,0,-0.140729559,1.168431233,0.729166667,afternoon,N
18:00:00,1/3/2021,1/3/2021 18:00,3.31,54.77,19.93,0.828,342.5,0,0,-0.234162014,1.246176974,0.75,afternoon,N
18:30:00,1/3/2021,1/3/2021 18:30,1.413,63.87,0.733,0.82,192.9,0,0,-0.330050346,1.322477145,0.770833333,afternoon,N
19:00:00,1/3/2021,1/3/2021 19:00,0.441,66.06,0.226,0.489,45.96,0,0,-0.42780982,1.398659606,0.791666667,afternoon,N
19:30:00,1/3/2021,1/3/2021 19:30,-0.915,74.31,0.212,0.57,54.43,0,0,-0.526881379,1.476278327,0.8125,afternoon,N
20:00:00,1/3/2021,1/3/2021 20:00,-2.832,80.4,0.226,0.429,224.1,0,0,-0.626693037,1.557264292,0.833333333,afternoon,N
20:30:00,1/3/2021,1/3/2021 20:30,-3.708,80.9,0.213,0.644,161.3,0,0,-0.726605583,1.644172674,0.854166667,afternoon,N
21:00:00,1/3/2021,1/3/2021 21:00,0.425,61.56,0.243,1.172,34.93,0,0,-0.82582726,1.740595811,0.875,afternoon,N
21:30:00,1/3/2021,1/3/2021 21:30,-1.561,76.81,0.232,0.783,245.9,0,0,-0.923266288,1.851866096,0.895833333,afternoon,N
22:00:00,1/3/2021,1/3/2021 22:00,-2.956,74.37,0.222,0.749,250.5,0,0,-1.017257309,1.98624307,0.916666667,afternoon,N
22:30:00,1/3/2021,1/3/2021 22:30,-2.247,53.31,0.244,0.968,243.6,0,0,-1.105035215,2.156731879,0.9375,afternoon,N
23:00:00,1/3/2021,1/3/2021 23:00,4.87,41.28,0.253,3.128,277.8,0,0,-1.181760645,2.382717504,0.958333333,afternoon,N
23:30:00,1/3/2021,1/3/2021 23:30,5.4,40.57,0.246,3.691,278.3,0,0,-1.239159559,2.685737841,0.979166667,afternoon,N
0:00:00,1/4/2021,1/4/2021 0:00,5.301,40.63,0.23,2.733,279.5,0,0,-1.265771686,3.06419976,0,morning,N
0:30:00,1/4/2021,1/4/2021 0:30,3.008,51.02,0.215,0.725,164.2,0,0,-1.253616067,-2.824335115,0.020833333,morning,N
1:00:00,1/4/2021,1/4/2021 1:00,0.369,55.04,0.213,0.313,47.8,0,0,-1.206601329,-2.489515582,0.041666667,morning,N
1:30:00,1/4/2021,1/4/2021 1:30,-1.392,65.28,0.219,0.582,210.8,0,0,-1.136066517,-2.236194441,0.0625,morning,N
2:00:00,1/4/2021,1/4/2021 2:00,-1.906,52.39,0.23,0.714,137.6,0,0,-1.051777049,-2.047088925,0.083333333,morning,N
2:30:00,1/4/2021,1/4/2021 2:30,-0.962,61.49,0.231,0.683,206.8,0,0,-0.959732306,-1.900754509,0.104166667,morning,N
3:00:00,1/4/2021,1/4/2021 3:00,-3.383,63.33,0.232,0.673,206.9,0,0,-0.86334612,-1.781834653,0.125,morning,N
3:30:00,1/4/2021,1/4/2021 3:30,-1.021,43.81,0.241,1.598,282.5,0,0,-0.764622794,-1.680497221,0.145833333,morning,N
4:00:00,1/4/2021,1/4/2021 4:00,1.25,45.78,0.253,2.23,246.7,0,0,-0.664830987,-1.590462499,0.166666667,morning,N
4:30:00,1/4/2021,1/4/2021 4:30,2.548,39.98,0.244,3.019,231.3,0,0,-0.564854522,-1.507576023,0.1875,morning,N
5:00:00,1/4/2021,1/4/2021 5:00,2.806,35.58,0.24,2.546,272.4,0,0,-0.465377957,-1.428946281,0.208333333,morning,N
5:30:00,1/4/2021,1/4/2021 5:30,3.489,33.36,0.235,3.267,253.6,0,0,-0.366990776,-1.352439129,0.229166667,morning,N
6:00:00,1/4/2021,1/4/2021 6:00,3.725,32.3,0.226,3.295,264.5,0,0,-0.270251135,-1.276377643,0.25,morning,N
6:30:00,1/4/2021,1/4/2021 6:30,3.679,30.63,0.227,2.603,241.3,0,0,-0.175729279,-1.199359968,0.270833333,morning,N
7:00:00,1/4/2021,1/4/2021 7:00,3.779,32.95,0.236,3.333,254.2,0,0,-0.084040703,-1.120147848,0.291666667,morning,N
7:30:00,1/4/2021,1/4/2021 7:30,2.649,37.75,0.235,2.231,212.4,0,1,0.004126062,-1.037601471,0.3125,morning,N
8:00:00,1/4/2021,1/4/2021 8:00,-0.244,44.63,0.261,0.816,233,0,1,0.087985195,-0.950649846,0.333333333,morning,N
8:30:00,1/4/2021,1/4/2021 8:30,-2.005,46.14,6.166,1.217,73.93,0,1,0.166633485,-0.858294487,0.354166667,morning,N
9:00:00,1/4/2021,1/4/2021 9:00,-1.653,40.6,52.28,0.67,71.15,0,1,0.239037597,-0.759649423,0.375,morning,N
9:30:00,1/4/2021,1/4/2021 9:30,0.051,44.69,192.5,0.37,337,0,1,0.304034712,-0.654022413,0.395833333,morning,N
10:00:00,1/4/2021,1/4/2021 10:00,2.665,34.43,340.7,0.838,289.3,0,1,0.360355378,-0.541038417,0.416666667,morning,N
10:30:00,1/4/2021,1/4/2021 10:30,5.834,28.18,539.9,1.116,52.9,0,1,0.406678609,-0.420793403,0.4375,morning,N
11:00:00,1/4/2021,1/4/2021 11:00,5.703,33.44,647.6,1.555,79.55,0,1,0.441726054,-0.294003765,0.458333333,morning,N
11:30:00,1/4/2021,1/4/2021 11:30,7.524,22.79,820,0.76,137.9,0,1,0.464391772,-0.162090888,0.479166667,morning,N
12:00:00,1/4/2021,1/4/2021 12:00,8.86,26.32,920,1.314,94.2,0,1,0.473886951,-0.027131699,0.5,morning,N
12:30:00,1/4/2021,1/4/2021 12:30,9.57,21.25,989,1.025,66.74,0,1,0.469862243,0.108361845,0.520833333,afternoon,N
13:00:00,1/4/2021,1/4/2021 13:00,9.97,24.16,1040,1.536,51.35,0,1,0.452467149,0.241798194,0.541666667,afternoon,N
13:30:00,1/4/2021,1/4/2021 13:30,11.46,24.33,1039,1.252,113.4,0,1,0.422324217,0.370888088,0.5625,afternoon,N
14:00:00,1/4/2021,1/4/2021 14:00,12.92,19.91,1011,1.347,44.79,0,1,0.380427923,0.493928968,0.583333333,afternoon,N
14:30:00,1/4/2021,1/4/2021 14:30,13.36,20.79,932,1.595,79.28,0,1,0.328003916,0.609922815,0.604166667,afternoon,N
15:00:00,1/4/2021,1/4/2021 15:00,13.53,21.6,852,2.031,53.54,0,1,0.266369612,0.718538369,0.625,afternoon,N
15:30:00,1/4/2021,1/4/2021 15:30,13.13,24.15,734.5,2.345,38.47,0,1,0.196824307,0.819979614,0.645833333,afternoon,N
16:00:00,1/4/2021,1/4/2021 16:00,12.44,25.99,583.2,2.299,35.17,0,1,0.120578679,0.914828029,0.666666667,afternoon,N
16:30:00,1/4/2021,1/4/2021 16:30,11.37,29.15,354,1.836,9.62,0,1,0.038720024,1.003904359,0.6875,afternoon,N
17:00:00,1/4/2021,1/4/2021 17:00,8.54,29.1,194.9,1.24,331.7,0,0,-0.047796184,1.088169969,0.708333333,afternoon,N
17:30:00,1/4/2021,1/4/2021 17:30,9.5,31.92,125.9,0.523,285.8,0,0,-0.138138036,1.168670736,0.729166667,afternoon,N
18:00:00,1/4/2021,1/4/2021 18:00,5.54,42.31,21.34,0.875,345.6,0,0,-0.231579494,1.246519353,0.75,afternoon,N
18:30:00,1/4/2021,1/4/2021 18:30,2.033,57.71,1.225,0.623,191.6,0,0,-0.327477536,1.322911752,0.770833333,afternoon,N
19:00:00,1/4/2021,1/4/2021 19:00,-1.243,65.18,0.27,0.414,170,0,0,-0.42524574,1.399177389,0.791666667,afternoon,N
19:30:00,1/4/2021,1/4/2021 19:30,-2.59,70.46,0.273,0.73,297.9,0,0,-0.52432352,1.476870339,0.8125,afternoon,N
20:00:00,1/4/2021,1/4/2021 20:00,-2.842,75.52,0.266,0.568,275,0,0,-0.624137424,1.557919222,0.833333333,afternoon,N
20:30:00,1/4/2021,1/4/2021 20:30,-3.021,74.37,0.222,0.733,196.6,0,0,-0.724046839,1.644872351,0.854166667,afternoon,N
21:00:00,1/4/2021,1/4/2021 21:00,-3.131,74.57,0.221,0.522,115,0,0,-0.823258841,1.741306395,0.875,afternoon,N
21:30:00,1/4/2021,1/4/2021 21:30,-3.818,79.1,0.218,0.805,296.2,0,0,-0.920681402,1.852519933,0.895833333,afternoon,N
22:00:00,1/4/2021,1/4/2021 22:00,-4.398,80.8,0.219,0.884,240.3,0,0,-1.014651946,1.986700376,0.916666667,afternoon,N
22:30:00,1/4/2021,1/4/2021 22:30,-4.726,83,0.215,0.714,92.4,0,0,-1.102417197,2.156702048,0.9375,afternoon,N
23:00:00,1/4/2021,1/4/2021 23:00,-5.325,83.7,0.224,0.885,311.4,0,0,-1.179174099,2.381626764,0.958333333,afternoon,N
